Respondent,Age,Gender,COVID-19 Jab?,Race,Any reason for Hesitation,Reasons for Hesitation,Hesistation Status,Trust Level,Safety Level,Confidence Level,Accessibility ,Obstacles,Reasons for Hesitation_pol,Reasons for Hesitation_subj,Reasons for Hesitation_sent,Obstacles_sent,Accessibility_sent,Accessibility_n,Obstacles_n,Reasons for Hesitation_n,Respondent_n,Race_n,Confidence Level_n,Trust Level_n,Safety Level_n,Cluster,Obstacles_tk,Reasons for Hesitation_tk,Accessibility_tk 
Student,19,2,0,White,1.0,getting sick vaccine,3.0,Mostly trust,Very safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,252,1,18,3,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick', 'vaccine']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,getting sick vaccine,3.0,Mostly trust,Very safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,252,1,18,3,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick', 'vaccine']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,getting sick vaccine,3.0,Mostly trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,252,1,18,4,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick', 'vaccine']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,getting sick vaccine,3.0,Do not trust at all,Not sure,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,252,1,18,4,1,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick', 'vaccine']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,2.0,getting sick vaccine,3.0,Mostly trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,252,1,18,4,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick', 'vaccine']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,27,2,0,White,2.0,getting sick vaccine,3.0,Somewhat trust,Not sure,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,252,1,18,4,4,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick', 'vaccine']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,2.0,getting sick vaccine,3.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,252,1,18,4,0,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick', 'vaccine']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,29,2,0,White,1.0,Unknown long term effects,3.0,Do not trust at all,Not sure,Not at all confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.07500000000000001,0.5,negative,negative,neutral,333,258,163,1,18,0,1,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Unknown', 'long', 'term', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Staff,19,2,0,White,2.0,Unknown long term effects,3.0,Somewhat trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.07500000000000001,0.5,negative,negative,neutral,333,258,163,0,18,3,4,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Unknown', 'long', 'term', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,Unknown long term effects,3.0,Somewhat trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.07500000000000001,0.5,negative,negative,neutral,333,258,163,1,18,3,4,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Unknown', 'long', 'term', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,1.0,Possible complications getting vaccine; time took vaccine come (very quick),3.0,Mostly trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.21666666666666667,0.825,positive,negative,neutral,333,258,131,1,18,3,2,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Possible', 'complications', 'getting', 'vaccine', ';', 'time', 'took', 'vaccine', 'come', '(', 'very', 'quick', ')']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,1.0,Possible complications getting vaccine; time took vaccine come (very quick),3.0,Mostly trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.21666666666666667,0.825,positive,negative,neutral,333,258,131,1,18,3,2,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Possible', 'complications', 'getting', 'vaccine', ';', 'time', 'took', 'vaccine', 'come', '(', 'very', 'quick', ')']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,1.0,Chips inserted vaccines. vaccine sick covid.,3.0,Mostly trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,29,1,18,3,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Chips', 'inserted', 'vaccines', '.', 'vaccine', 'sick', 'covid', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,1.0,Infertility issues,3.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,0,3,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,Infertility issues,3.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,0,3,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,3.0,Infertility issues,3.0,Completely trust,Not sure,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,0,2,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,2.0,Infertility issues,3.0,Somewhat trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,4,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,2.0,Infertility issues,3.0,Somewhat trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,4,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,Infertility issues,3.0,Somewhat trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,4,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,Infertility issues,3.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,Infertility issues,3.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,1,White,2.0,Infertility issues,0.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,1,White,2.0,Infertility issues,0.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,18,4,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,1,1,"Hispanic or Latinx,White",2.0,Infertility issues,0.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,14,4,0,3,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,1,0,"Hispanic or Latinx,White",2.0,Infertility issues,3.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,75,1,14,4,0,3,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Infertility', 'issues']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,1,1,White,2.0,Infertility issues,0.0,Mostly trust,Mostly safe,Very confident,sure,General access campus,0.0,0.0,neutral,positive,negative,666,78,75,1,18,4,2,0,2,"['General', 'access', 'campus']","['Infertility', 'issues']",['sure']
Student,18,2,0,White,3.0,Infertility issues,3.0,Mostly trust,Mostly safe,Somewhat confident,quick,wait,0.0,0.0,neutral,neutral,positive,622,667,75,1,18,3,2,0,0,['wait'],"['Infertility', 'issues']",['quick']
Student,21,2,0,White,1.0,effects second dose,3.0,Mostly trust,Very safe,Somewhat confident,"campus distribution, free charge","campus, costs money",0.0,0.0,neutral,neutral,positive,369,312,218,1,18,3,2,3,1,"['campus', ',', 'costs', 'money']","['effects', 'second', 'dose']","['campus', 'distribution', ',', 'free', 'charge']"
Student,21,2,0,White,2.0,effects second dose,3.0,Mostly trust,Very safe,Very confident,"campus distribution, free charge","campus, costs money",0.0,0.0,neutral,neutral,positive,369,312,218,1,18,4,2,3,1,"['campus', ',', 'costs', 'money']","['effects', 'second', 'dose']","['campus', 'distribution', ',', 'free', 'charge']"
Student,19,2,0,White,1.0,effects,3.0,Do not trust at all,Not safe at all,Not at all confident,,iâ™m getting,0.0,0.0,neutral,neutral,neutral,0,450,210,1,18,0,1,1,0,"['iâ™m', 'getting']",['effects'],[]
Student,21,1,0,White,2.0,effects,3.0,Completely trust,Very safe,Very confident,Flexible scheduling classes,Set time date regard class coursework,0.0,0.0,neutral,neutral,neutral,109,228,210,1,18,4,0,3,1,"['Set', 'time', 'date', 'regard', 'class', 'coursework']",['effects'],"['Flexible', 'scheduling', 'classes']"
Student,19,2,0,White,2.0,effects,3.0,Mostly trust,Very safe,Very confident,provided school.,wait times long difficult plan appointment.,0.0,0.0,neutral,negative,neutral,614,672,210,1,18,4,2,3,3,"['wait', 'times', 'long', 'difficult', 'plan', 'appointment', '.']",['effects'],"['provided', 'school', '.']"
Student,20,2,0,White,3.0,effects,3.0,Somewhat trust,Very safe,Very confident,location appointment vaccince,Location.,0.0,0.0,neutral,neutral,neutral,538,151,210,1,18,4,4,3,4,"['Location', '.']",['effects'],"['location', 'appointment', 'vaccince']"
Student,19,2,0,White,2.0,effects,3.0,Mostly trust,Mostly safe,Somewhat confident,itâ™s easy find,canâ™t find vaccine location,0.0,0.0,neutral,neutral,positive,512,317,210,1,18,3,2,0,1,"['canâ™t', 'find', 'vaccine', 'location']",['effects'],"['itâ™s', 'easy', 'find']"
Student,21,2,0,White,2.0,effects,3.0,Mostly trust,Mostly safe,Somewhat confident,itâ™s easy find,canâ™t find vaccine location,0.0,0.0,neutral,neutral,positive,512,317,210,1,18,3,2,0,1,"['canâ™t', 'find', 'vaccine', 'location']",['effects'],"['itâ™s', 'easy', 'find']"
Student,18,1,1,White,2.0,effects,0.0,Completely trust,Very safe,Very confident,,Long lines spike cases,0.0,0.0,neutral,negative,neutral,0,156,210,1,18,4,0,3,4,"['Long', 'lines', 'spike', 'cases']",['effects'],[]
